question,answer_llm,answer_orig,document
"Are there any free office hours for LLM Zoomcamp, or are extra support sessions only part of the paid community?","The free LLM Zoomcamp course does **not** include regular office hours by default. The course content is free, but **extra support sessions are part of AI Shipping Labs**, which is a **paid community** that includes regular Zoom office hours and additional structure.

If you get stuck, the free support option is to ask in **Slack** and follow the question-asking guidelines.","There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
Can I count my Bluesky posts toward the learning in public credits for this course?,Yes. Bluesky posts can be used for learning in public credits for this course.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Does posting on Bluesky qualify for the learning in public requirement?,Yes. Bluesky posts can be used for the learning in public requirement.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Are Bluesky updates accepted as learning in public credits here?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"If I share my course progress on Bluesky, can that be used for credits?",Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Is Bluesky one of the platforms you accept for learning in public credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
What’s the Telegram channel for LLM Zoomcamp?,The Telegram channel for LLM Zoomcamp is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Can you share the LLM Zoomcamp Telegram link?,The LLM Zoomcamp Telegram link is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where do I join the LLM Zoomcamp Telegram group for announcements?,"Join the LLM Zoomcamp Telegram channel here: https://t.me/llm_zoomcamp

Use it for announcements.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
"Is there a Telegram channel for LLM Zoomcamp, and what is it used for?","Yes — the LLM Zoomcamp Telegram channel is **https://t.me/llm_zoomcamp**.

It’s used for **announcements**. For technical discussion and questions, you should use the **course Slack channel**.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where should I check for LLM Zoomcamp announcements on Telegram?,"Check the **LLM Zoomcamp Telegram channel** here: [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

It’s used for **announcements**. For technical discussion and questions, use the **course Slack channel**.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Why does the FAQ dataset have a different number of records than in the course videos?,"The FAQ dataset is live and changes over time: new questions get added and old ones can be removed. The course videos were recorded in May 2026, so the number of records you see now may differ from what’s shown in the videos.","We load the data from the live FAQ dataset, which changes over time: new questions are added and old ones are deleted. The videos were recorded in May 2026, so by the time you run the code the count is different from what you see in the videos.",e2d595f23c
